,Country,Code,year_and_week,case_incidence_per_100k,death_incidence_per_100k,percent_vaccinated
0,Afghanistan,AFG,2020-W01,0.0,0.0,0.0
1,Afghanistan,AFG,2020-W02,0.0,0.0,0.0
2,Afghanistan,AFG,2020-W03,0.0,0.0,0.0
3,Afghanistan,AFG,2020-W04,0.0,0.0,0.0
4,Afghanistan,AFG,2020-W05,0.0,0.0,0.0
5,Afghanistan,AFG,2020-W06,0.0,0.0,0.0
6,Afghanistan,AFG,2020-W07,0.0,0.0,0.0
7,Afghanistan,AFG,2020-W08,0.0,0.0,0.0
8,Afghanistan,AFG,2020-W09,0.013207903683528484,0.0,0.0
9,Afghanistan,AFG,2020-W10,0.00792474221011709,0.0,0.0
10,Afghanistan,AFG,2020-W11,0.03169896884046836,0.0,0.0
11,Afghanistan,AFG,2020-W12,0.03698213031387976,0.0,0.0
12,Afghanistan,AFG,2020-W13,0.21132645893645574,0.010566322946822786,0.0
13,Afghanistan,AFG,2020-W14,0.4886924362905539,0.00792474221011709,0.0
14,Afghanistan,AFG,2020-W15,0.6762446685966583,0.02905738810376267,0.0
15,Afghanistan,AFG,2020-W16,0.9985175184747535,0.03169896884046836,0.0
16,Afghanistan,AFG,2020-W17,1.4000377904540193,0.050190033997408234,0.0
17,Afghanistan,AFG,2020-W18,2.657430221125931,0.060756356944231024,0.0
18,Afghanistan,AFG,2020-W19,5.106175564052112,0.12415429462516775,0.0
19,Afghanistan,AFG,2020-W20,5.898649785063821,0.13207903683528485,0.0
20,Afghanistan,AFG,2020-W21,10.653495111134076,0.14000377904540195,0.0
21,Afghanistan,AFG,2020-W22,11.918812284016104,0.08453058357458229,0.0
22,Afghanistan,AFG,2020-W23,13.863015706231497,0.2826491388275096,0.0
23,Afghanistan,AFG,2020-W24,11.686353179186003,0.30114020398444946,0.0
24,Afghanistan,AFG,2020-W25,10.74330885618207,0.29057388103762666,0.0
25,Afghanistan,AFG,2020-W26,5.637133292129957,0.39095394903244307,0.0
26,Afghanistan,AFG,2020-W27,5.240896181624102,0.35661339945526904,0.0
27,Afghanistan,AFG,2020-W28,3.9623711050585455,0.3856707875590317,0.0
28,Afghanistan,AFG,2020-W29,2.7049786743866333,0.45171030597667416,0.0
29,Afghanistan,AFG,2020-W30,1.8015580624332854,0.20604329746304434,0.0
30,Afghanistan,AFG,2020-W31,1.4607941473982504,0.06339793768093673,0.0
31,Afghanistan,AFG,2020-W32,0.9087037734267598,0.0766058413644652,0.0
32,Afghanistan,AFG,2020-W33,1.4317367592944876,0.16641958641245888,0.0
33,Afghanistan,AFG,2020-W34,0.9430443230039337,0.026415807367056968,0.0
34,Afghanistan,AFG,2020-W35,0.5019003399740825,0.044906872523996846,0.0
35,Afghanistan,AFG,2020-W36,0.6736030878599526,0.026415807367056968,0.0
36,Afghanistan,AFG,2020-W37,0.8400226742724115,0.021132645893645573,0.0
37,Afghanistan,AFG,2020-W38,0.8664384816394686,0.055473195470819636,0.0
38,Afghanistan,AFG,2020-W39,0.4834092748171425,0.03169896884046836,0.0
39,Afghanistan,AFG,2020-W40,0.30114020398444946,0.02377422663035127,0.0
40,Afghanistan,AFG,2020-W41,1.209843977411209,0.03962371105058545,0.0
41,Afghanistan,AFG,2020-W42,1.0592738754189843,0.03962371105058545,0.0
42,Afghanistan,AFG,2020-W43,1.273241915092146,0.03962371105058545,0.0
43,Afghanistan,AFG,2020-W44,1.7355185440156427,0.06603951841764243,0.0
44,Afghanistan,AFG,2020-W45,1.6060810879170635,0.052831614734113935,0.0
45,Afghanistan,AFG,2020-W46,2.646863898179108,0.12943745609857915,0.0
46,Afghanistan,AFG,2020-W47,3.877840521483963,0.18491065156939876,0.0
47,Afghanistan,AFG,2020-W48,3.8646326178004347,0.20340171672633867,0.0
48,Afghanistan,AFG,2020-W49,4.4246477339820425,0.29849862324774373,0.0
49,Afghanistan,AFG,2020-W50,3.463112345821169,0.2509501699870412,0.0
50,Afghanistan,AFG,2020-W51,4.184263886941824,0.2483085892503355,0.0
51,Afghanistan,AFG,2020-W52,3.4657539265578743,0.2747243966173925,0.0
52,Afghanistan,AFG,2020-W53,2.274401014303605,0.16641958641245888,0.0
53,Afghanistan,AFG,2021-W01,2.0604329746304435,0.14792852125551903,0.0
54,Afghanistan,AFG,2021-W02,1.30758246466932,0.16377800567575318,0.0
55,Afghanistan,AFG,2021-W03,1.6140058301271807,0.10302164873152217,0.0
56,Afghanistan,AFG,2021-W04,1.1305965553100383,0.05811477620752534,0.0
57,Afghanistan,AFG,2021-W05,0.8241731898521774,0.026415807367056968,0.0
58,Afghanistan,AFG,2021-W06,0.4147281756627944,0.044906872523996846,0.0
59,Afghanistan,AFG,2021-W07,0.29585704251103806,0.013207903683528484,0.0
60,Afghanistan,AFG,2021-W08,0.29057388103762666,0.02905738810376267,0.0
61,Afghanistan,AFG,2021-W09,0.35133023798185764,0.01584948442023418,0.0
62,Afghanistan,AFG,2021-W10,0.3645381416653862,0.021132645893645573,0.0
63,Afghanistan,AFG,2021-W11,0.3117065269312722,0.01584948442023418,0.0
64,Afghanistan,AFG,2021-W12,0.5045419207107881,0.01849106515693988,0.0
65,Afghanistan,AFG,2021-W13,1.0090838414215761,0.07132267989105381,0.0
66,Afghanistan,AFG,2021-W14,1.2785250765655571,0.06339793768093673,0.0
67,Afghanistan,AFG,2021-W15,1.672120606334706,0.04754845326070254,0.0
68,Afghanistan,AFG,2021-W16,2.773659773540982,0.11358797167834497,0.0
69,Afghanistan,AFG,2021-W17,3.3785817622465864,0.14528694051881333,0.0
70,Afghanistan,AFG,2021-W18,4.543518867133799,0.12943745609857915,0.0
71,Afghanistan,AFG,2021-W19,4.3374755696707545,0.14792852125551903,0.14
72,Afghanistan,AFG,2021-W20,5.927707173167584,0.1584948442023418,0.19
73,Afghanistan,AFG,2021-W21,13.295075847839772,0.30906494619456654,0.29
74,Afghanistan,AFG,2021-W22,22.35569777474031,0.5969972464954875,0.36
75,Afghanistan,AFG,2021-W23,28.098494296338497,1.0090838414215761,0.38
76,Afghanistan,AFG,2021-W24,31.817839973620117,1.5717405383398897,0.43
77,Afghanistan,AFG,2021-W25,32.52842519179395,1.3947546289806079,0.45
78,Afghanistan,AFG,2021-W26,27.810561996037574,1.4502278244514275,0.46
79,Afghanistan,AFG,2021-W27,23.325157905111304,1.386829886770491,0.53
80,Afghanistan,AFG,2021-W28,18.554463094620814,1.1173886516265097,0.53
81,Afghanistan,AFG,2021-W29,8.635327428290923,0.7343594448041837,0.53
82,Afghanistan,AFG,2021-W30,9.588938074241678,0.8241731898521774,0.53
83,Afghanistan,AFG,2021-W31,7.811154238438745,0.45171030597667416,0.53
84,Afghanistan,AFG,2021-W32,4.160489660311473,0.29849862324774373,0.53
85,Afghanistan,AFG,2021-W33,1.262675592145323,0.12943745609857915,1.05
